ObjDokNr;Ortsteil;Bezirk;Denkmalart;EnsembleStatus;Adresse;Zugehˆrigkeit;Architekt/K¸nstler;WeitereInformationen;Beschreibung;Datierung;Eintragung
9095436;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 20;;NA;NA;Mietshaus und Abtrittsgeb‰ude;1863;Nach 1995
9095437;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 21;;NA;NA;Mietshaus und Remise;1863;Nach 1995
9095438;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 22;;NA;NA;Mietshaus und Seitengeb‰ude;1864;Nach 1995
9095439;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 22A;;NA;NA;Mietshaus;1864;Nach 1995
9095440;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 23;;NA;NA;Mietshaus;1864;Nach 1995
9095443;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 26;;NA;NA;Mietshaus;1865;Nach 1995
9095444;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 27;;NA;NA;Mietshaus;1879;Nach 1995
9095445;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 28;;NA;NA;Mietshaus;1876;Nach 1995
9095446;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 29;;NA;NA;Mietshaus;1876;Nach 1995
9095447;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 30 / Zionskirchstraﬂe 79;;NA;NA;Mietshaus;1875;Nach 1995
9095517;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 32;;NA;NA;Mietshaus;1864 und 1889;Nach 1995
9095518;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 33;;NA;NA;Mietshaus und Remise;1863;Nach 1995
9095519;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 34;;NA;NA;Mietshaus;1862;Nach 1995
9095521;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 36 / Lottumstraﬂe 22;;NA;NA;Mietshaus;1884;Nach 1995
9095522;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Christinenstraﬂe 37;;NA;NA;Mietshaus;1884;Nach 1995
9095448;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 4;;NA;NA;Mietshaus;1859;Nach 1995
9095449;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 5;;NA;NA;Mietshaus und Remise;1863;Nach 1995
9095450;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 6;;NA;NA;Mietshaus;1863;Nach 1995
9095451;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 7;;NA;NA;Mietshaus;1862;Nach 1995
9095452;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 8;;NA;NA;Mietshaus;1862;Nach 1995
9095525;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 86;;NA;NA;Mietshaus;1873;Nach 1995
9095527;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 88;;NA;NA;Mietshaus;1872;Nach 1995
9095531;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 92;;NA;NA;Mietshaus;1864;Nach 1995
9095532;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 93;;NA;NA;Mietshaus;1864;Nach 1995
9095533;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 95 / Christinenstraﬂe;;NA;NA;Mietshaus;1865;Nach 1995
9095534;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 96;;NA;NA;Mietshaus;1864;Nach 1995
9095535;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Fehrbelliner Straﬂe 97;;NA;NA;Mietshaus;1877;Nach 1995
9095539;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 1;;NA;NA;Mietshaus;1874;Nach 1995
9095540;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 1B;;NA;NA;Mietshaus;1873;Nach 1995
9095541;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 2;;NA;NA;Mietshaus;1870;Nach 1995
9095542;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 3;;NA;NA;Mietshaus;1870;Nach 1995
9095543;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 4;;NA;NA;Mietshaus;1865;Nach 1995
9095544;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 5;;NA;NA;Mietshaus, vor;1865;Nach 1995
9095545;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 8;;NA;NA;Mietshaus, vor;1865;Nach 1995
9095546;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 9, Lottumstraﬂe 9-10, Fabrikgeb‰ude, 1903;;NA;NA;Mietshaus;1863-64 und 1903;Nach 1995
9095548;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 10A;;NA;NA;Mietshaus;1864;Nach 1995
9095549;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 11;;NA;NA;Mietshaus und Remise;1863 und 1910-11;Nach 1995
9095550;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 12;;NA;NA;Werkstattgeb‰ude;1889-90 und 1870;Nach 1995
9095551;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 13;;NA;NA;Mietshaus;1864;Nach 1995
9095552;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 13A;;NA;NA;Mietshaus;1864;Nach 1995
9095553;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 15 / Choriner Straﬂe;;NA;NA;Mietshaus;1872;Nach 1995
9095554;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 16;;NA;NA;Mietshaus;1864;Nach 1995
9095555;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 17;;NA;NA;Mietshaus;1865;Nach 1995
9095556;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 18;;NA;NA;Mietshaus;1870;Nach 1995
9095557;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 18A;;NA;NA;Mietshaus;1870;Nach 1995
9095558;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 19;;NA;NA;Mietshaus;1868;Nach 1995
9095559;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 20;;NA;NA;Mietshaus;1867;Nach 1995
9095560;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 21;;NA;NA;Mietshaus;1865;Nach 1995
9095561;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 24;;NA;NA;Mietshaus;1862;Nach 1995
9095562;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 27;;NA;NA;Mietshaus;1867;Nach 1995
9095563;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Lottumstraﬂe 28;;NA;NA;Mietshaus;1868;Nach 1995
9095455;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 174;;NA;NA;Mietshaus;1873;Nach 1995
9095456;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 175;;E. Sch¸tze ;NA;Mietshaus;1899;Nach 1995
9095457;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 177;;NA;NA;Seiten- und Quergeb‰ude;1889-90;Nach 1995
9095458;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 177A;;NA;NA;Mietshaus;1850;Nach 1995
9095459;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 177B;;NA;NA;Mietshaus;1850 und 1880;Nach 1995
9095565;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 182A;;NA;NA;Mietshaus;1875;Nach 1995
9095566;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Schˆnhauser Allee 183 / Lottumstraﬂe;;NA;NA;Mietshaus;1875;Nach 1995
9095467;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 7 / Zionskirchstraﬂe 69;;NA;NA;Mietshaus;1873;Nach 1995
9095468;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 8-9 / Zionskirchstraﬂe 68;;NA;NA;Mietshaus;1875;Nach 1995
9095471;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 15 / Zionskirchstraﬂe 71;;NA;NA;Mietshaus;1875;Nach 1995
9095472;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 16;;NA;NA;Mietshaus;1876;Nach 1995
9095473;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 17;;NA;NA;Mietshaus;1876;Nach 1995
9095474;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Templiner Straﬂe 18;;NA;NA;Mietshaus;1877;Nach 1995
9095576;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zehdenicker Straﬂe 3;;NA;NA;Mietshaus;1866 und 1885;Nach 1995
9095475;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 59 / Choriner Straﬂe;;NA;NA;Mietshaus;1878;Nach 1995
9095476;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 60;;NA;NA;Mietshaus;1872;Nach 1995
9095477;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 61;;NA;NA;Mietshaus;1878;Nach 1995
9095478;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 62;;NA;NA;Mietshaus;1873;Nach 1995
9095479;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 63;;NA;NA;Mietshaus;1873;Nach 1995
9095482;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 67;;NA;NA;Mietshaus;1875;Nach 1995
9095483;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 73, 73A;;Georg Lewy ;NA;Mietshaus;1875 und 1905-06;Nach 1995
9095485;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Zionskirchstraﬂe 75;;NA;NA;Mietshaus;1878;Nach 1995
9095486;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;"Zionskirchstraﬂe 77, Fehrbelliner Straﬂe 90; Lottumstraﬂe 1A, 12; Zionskirchstraﬂe 65";;NA;NA;Mietshaus, Stall- und Remisengeb‰ude;1879;Nach 1995
9030221;PAN/NIEDS-E;Pankow;Ensemble;Weiterer Bestandteil;Dietzgenstraﬂe 42-42A, 49-49A, 51/53, 56, Beuthstraﬂe 51-53;"Baudenkmale siehe: Dietzgenstraﬂe 49A; 51/53; Beuthstraﬂe 53.onstituierende .";NA;NA;ehemalige Sommerh‰user der Familien Fetschow und Brose mit Nebengeb‰uden und Gartenanlagen;NA;Nach 1995
9030222;PAN/NIEDS-E;Pankow;Ensemble;Weiterer Bestandteil;Dietzgenstraﬂe 42;;NA;NA;Wohnhaus;1764 und 1820-1960 und 1993-94;Nach 1995
9090023;PAN/NIEDS-E;Pankow;Ensemble;Weiterer Bestandteil;"Dietzgenstraﬂe 42A, Dietzgenstraﬂe 49, 56; Beuthstraﬂe 51-52";;NA;NA;Wirtschaftsgeb‰ude am Brosepark;1870;Nach 1995
9085228;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 68, 72/74, 73/79, Eintrachtstraﬂe 5-6, Kavalierstraﬂe 9, 11;;NA;NA;Mietwohnh‰user mit Vorg‰rten;1909-11;Nach 1995
9085231;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 68 / Eintrachtstraﬂe 6;;Wilhelm Blankenhorn und Johannes J‰ger ;NA;Mietshaus;1905;Nach 1995
9085230;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 72 / Eintrachtstraﬂe 5;;Wilhelm Blankenhorn und Johannes J‰ger ;NA;Mietshaus;1909;Nach 1995
9085234;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 73;;Richard Finke ;NA;Mietshaus;1910-11;Nach 1995
9085232;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 74 / Kavalierstraﬂe 9;;Emil Bˆttcher ;NA;Mietshaus und Treppenh‰user;1909;Nach 1995
9085213;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 75;;NA;NA;Mietshaus;1910;Nach 1995
9085233;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Wolfshagener Straﬂe 77/79 / Kavalierstraﬂe 11;;Emil Bˆttcher ;NA;Mietshaus und Treppenh‰user;1909-11;Nach 1995
9060025;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 2-6, 8/10, 14/16, 20/24, Schˆnhauser Allee 86;Baudenkmal siehe: Erich-Weinert-Straﬂe 5.;NA;NA;Mietsh‰user;NA;Nach 1995
9060026;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 2 / Schˆnhauser Allee 86;;NA;NA;Mietshaus;1903;Nach 1995
9060027;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 3;;Wilhelm Heinrich ;NA;Mietshaus;1903;Nach 1995
9060028;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 4;;H. Kriegel ;NA;Mietshaus;1903;Nach 1995
9060030;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 6;;Gustav Messling ;NA;Mietshaus;1903;Nach 1995
9060031;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 8;;NA;NA;Mietshaus;1903;Nach 1995
9060032;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 10;;Wilhelm Heinrich ;NA;Mietshaus;1903-04;Nach 1995
9060033;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 14;;Wilhelm Heinrich ;NA;Mietshaus;1904;Nach 1995
9060034;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 16;;Wilhelm Heinrich ;NA;Mietshaus;1904;Nach 1995
9060035;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 20;;Wilhelm Heinrich (?) ;NA;Mietshaus;1903-04;Nach 1995
9060036;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 22;;Gustav Engel ;NA;Mietshaus;1903;Nach 1995
9060037;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 24;;Gustav Engel ;NA;Mietshaus;1903;Nach 1995
9090281;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Erich-Weinert-Straﬂe 98/100, 101, Georg-Blank-Straﬂe 1/5, 19/21, Grellstraﬂe 62-73, Gubitzstraﬂe 32-46, 47A-49, K¸selstraﬂe 1/27, 4/6, 16/18, 28/30, 34, Lindenhoekweg 2/6, 12/16, Sodtkestraﬂe1-34, 36/46, S¸ltstraﬂe 11-27, 29-45, 47/59, Trachtenbrodtstraﬂe 2-34;Gesamtanlage siehe: Erich-Weinert-Straﬂe 98/100, 101.;NA;NA;Wohnanlagen;NA;Nach 1995
9090283;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;K¸selstraﬂe 1/27 / Gubitzstraﬂe 47A-49 / Grellstraﬂe 62-73;;Hermann Dernburg ;NA;Wohnanlage K¸selstraﬂe;1927-29;Nach 1995
9050450;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;S¸ltstraﬂe 27/33;;NA;NA;Wohnanlage;1979;Nach 1995
9090284;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;S¸ltstraﬂe 35/57 / Georg-Blank-Straﬂe 19/21;;NA;NA;Wohnanlage S¸ltstraﬂe;NA;Nach 1995
9085235;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Florastraﬂe 27, 31-32, Florapromenade 1;;NA;NA;Wohnhaus, Mietsh‰user;NA;Nach 1995
9085236;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Florastraﬂe 27 / Florapromenade 1;;NA;NA;Mietshaus mit Fries in Tordurchfahrt;1910;Nach 1995
9085237;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Florastraﬂe 31 / Florapromenade 29;;NA;NA;Mietshaus;1905;Nach 1995
9085238;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;Florastraﬂe 32;;NA;NA;Wohnhaus;1890;Nach 1995
9030228;PAN/NIEDS-E;Pankow;Ensemble;Haupt;Friedrich-Engels-Straﬂe 5/7;Baudenkmal siehe: Friedrich-Engels-Straﬂe 5.;NA;NA;Vorstadth‰user;NA;Nach 1995
9030230;PAN/NIEDS-E;Pankow;Ensemble;Weiterer Bestandteil;Friedrich-Engels-Straﬂe 7;;NA;NA;Wohnhaus;1901;Nach 1995
9050478;PAN/PANKO-E;Pankow;Ensemble;Haupt;Galenusstraﬂe 6-24, Achtermannstraﬂe 8-10, 38-48, Bleicheroder Straﬂe 28-30, Klaustaler Straﬂe 12-21, Paracelsusstraﬂe 1-13, 50-54, Prieﬂnitzstraﬂe 1-18, W¸rtzstraﬂe 1/23;"Gesamtanlagen siehe: Achtermannstraﬂe 38-48; Galenusstraﬂe 6-24.artendenkmale siehe: Achtermannstraﬂe 38-48; Galenusstraﬂe 6-16.";NA;NA;Wohnanlagen;1927 und 1935;Nach 1995
9085395;PAN/PANKO-E;Pankow;Ensemble;Weiterer Bestandteil;W¸rtzstraﬂe 1/23 / Achtermannstraﬂe 8-10 / Bleicheroder Straﬂe 28-30;;NA;NA;Wohnanlage;1935;Nach 1995
9050482;PAN/FRZBU-E;Pankow;Ensemble;Haupt;Gartenstraﬂe 1-2 (Buchholz);Baudenkmal siehe: Gartenstraﬂe 1.;NA;NA;(Buchholz), Wohnh‰user;NA;Nach 1995
9050484;PAN/FRZBU-E;Pankow;Ensemble;Weiterer Bestandteil;Gartenstraﬂe 2;;NA;NA;Wohnhaus;1880;Nach 1995
9040343;PAN/WEIﬂS-E;Pankow;Ensemble;Haupt;Gartenstraﬂe 1-5, 38;Gesamtanlage siehe: Gartenstraﬂe 1-5.;NA;NA;St.-Joseph-Krankenhaus und Villa;NA;Nach 1995
9040347;PAN/WEIﬂS-E;Pankow;Ensemble;Weiterer Bestandteil;Gartenstraﬂe 38;;NA;NA;Villa;1880;Nach 1995
9030590;PAN/WEIﬂS-E;Pankow;Ensemble;Weiterer Bestandteil;Gehringstraﬂe 35-39, Neumagener Straﬂe 40/42, Piesporter Straﬂe 50;"Baudenkmale siehe: Gehringstraﬂe 39; Neumagener Straﬂe 40/42.";NA;NA;Niles GmbH;1908-17 und 1935-54;Nach 1995
9030591;PAN/WEIﬂS-E;Pankow;Ensemble;Weiterer Bestandteil;Gehringstraﬂe 35-37;;NA;NA;Gummifabrik und Groﬂhandelslager;1908;Nach 1995
9030592;PAN/WEIﬂS-E;Pankow;Ensemble;Weiterer Bestandteil;Neumagener Straﬂe 40/42;;NA;NA;Produktionshalle;1920 und 1938-39;Nach 1995
9030594;PAN/WEIﬂS-E;Pankow;Ensemble;Weiterer Bestandteil;Piesporter Straﬂe 50;;Otto Block ;NA;Produktionshalle;1935 und 1950;Nach 1995
9090256;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 1-11, Greifenhagener Straﬂe 17, 18, 49-59, Stargarder Straﬂe 3-9, 75-78;"Gesamtanlagen siehe: Greifenhagener Straﬂe 56-57; 58-59.audenkmale siehe: Gethsemanestraﬂe 8; Stargarder Straﬂe 7; 8; 9; 77.artendenkmale siehe: Greifenhagener Straﬂe 56-57, Stargarder Straﬂe 77.";NA;NA;Gethsemanekirche und Platzumbauung;NA;Nach 1995
9090264;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 1 / Stargarder Straﬂe 76;;NA;NA;Mietshaus;1890;Nach 1995
9090308;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 2;;Curt Bonnet ;NA;Mietshaus;1901-02;Nach 1995
9090265;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 3;;Curt Bonnet ;NA;Mietshaus;1902-03;Nach 1995
9090266;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 4;;H. Mˆller ;NA;Mietshaus mit Schule;1905-06;Nach 1995
9090267;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 5;;H. Mˆller ;NA;Mietshaus;1906;Nach 1995
9090268;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 6;;H. Mˆller ;NA;Mietshaus;1905-06;Nach 1995
9090269;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 7;;H. Mˆller ;NA;Mietshaus;1905-06;Nach 1995
9090270;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 9;;Hermann Kramm ;NA;Mietshaus;1911-12;Nach 1995
9090271;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 10;;H. Enders ;NA;Mietshaus;1901-02;Nach 1995
9090272;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gethsemanestraﬂe 11 / Greifenhagener Straﬂe 18;;Rudolph Miethe ;NA;Mietshaus;1898-99;Nach 1995
9090273;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 17 / Stargarder Straﬂe 6;;Eduard Friedrich ;NA;Mietshaus;1892-93;Nach 1995
9090274;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 49;;H. Franzke ;NA;Mietshaus;1898-99;Nach 1995
9090275;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 50;;E. Puhlmann ;NA;Mietshaus;1896-97;Nach 1995
9090276;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 51;;E. Puhlmann ;NA;Mietshaus;1896-97;Nach 1995
9090277;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 52;;Gustav Messling ;NA;Mietshaus;1897-98;Nach 1995
9090278;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 53;;Rudolph Miethe ;NA;Mietshaus;1895-96;Nach 1995
9090279;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 54;;Gustav B‰hr ;NA;Mietshaus;1894-95;Nach 1995
9090280;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Greifenhagener Straﬂe 55 / Stargarder Straﬂe 78;;Hermann Kortes ;NA;Mietshaus;1894-95;Nach 1995
9090307;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Stargarder Straﬂe 75;;Rudolph Miethe ;NA;Mietshaus;1894-95;Nach 1995
9075056;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 1-14A, Raumerstraﬂe 16-17A, Senefelderstraﬂe 5-6, 30-31;"Gesamtanlage siehe: Senefelderstraﬂe 6.audenkmale siehe: Gˆhrener Straﬂe 11; Senefelderstraﬂe 5.";NA;NA;Gˆhrener Ei, Mietsh‰user, Schule, Kirche mit Gemeindehaus;NA;Nach 1995
9075057;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 1 / Senefelderstraﬂe 30;;Guillaume Armand ;NA;Mietshaus;1909-10;Nach 1995
9075058;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 2;;Friedrich Foerste ;NA;Mietshaus;1910-11;Nach 1995
9075059;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 3;;Friedrich Foerste ;NA;Mietshaus;1910-11;Nach 1995
9075060;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 4;;J. Brˆmel ;NA;Mietshaus;1909-10;Nach 1995
9075061;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 5 / Raumerstraﬂe 17-17A;;J. Brˆmel ;NA;Mietshaus;1909-10;Nach 1995
9075062;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 6 / Raumerstraﬂe 16;;Erich Hildebrandt ;NA;Mietshaus;1909-10;Nach 1995
9075063;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 7;;Guillaume Armand ;NA;Mietshaus;1910-11;Nach 1995
9075064;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 8;;Guillaume Armand ;NA;Mietshaus;1910-11;Nach 1995
9075065;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 9-9A;;W. Simon ;NA;Mietshaus;1910-11;Nach 1995
9075066;PAN/PRENZ-E;Pankow;Ensemble;Weiterer Bestandteil;Gˆhrener Straﬂe 10;;W. Simon ;NA;Mietshaus;1912;Nach 1995
